,Lapwing_ID,Spur_mm,Wing_mm,Tail_mm,Leg_mm,Total SMI,Test_Number,Box_time,Fields 1,Urban,Bare_Ground,Clouds,Fields 2,Natural,Fields 3,Snow,mataim,WaterPonds,dirt road,Main roads,Experiment,Date,Time,Trial_order,Weight,Year,Sex,Nest_X,Nest_Y,Initial_weight,UrbanizationScore,Months,WeightLoss,LTEBinomial,Experiment SMI
232,50565,7.7,199,94,75.7,174.67352,2,75.88,89.94,0,0,0,0,0.06,0,0,0,8.46,1.01,0.53,LTE,12/07/2022,8:51:00,5,169,2022,Male,32.494868,35.468137,169,10.87,7,0,0,172.9138597
233,50565,7.7,199,94,75.7,174.67352,3,481.73,89.94,0,0,0,0,0.06,0,0,0,8.46,1.01,0.53,LTE,19/07/2022,7:35,2,166,2022,Male,32.494868,35.468137,169,10.87,7,-1.775147929,1,169.8443829
234,50566,7.4,200,94,76,176.9104871,1,600,89.94,0,0,0,0,0.06,0,0,0,8.46,1.01,0.53,LTE,05/07/2022,8:09:00,4,161,2022,Female,32.494868,35.468137,172,10.87,7,-6.395348837,1,164.1732316
235,50566,7.4,200,94,76,176.9104871,2,600,89.94,0,0,0,0,0.06,0,0,0,8.46,1.01,0.53,LTE,12/07/2022,9:40:00,7,168,2022,Female,32.494868,35.468137,172,10.87,7,-2.325581395,1,171.3111982
236,50566,7.4,200,94,76,176.9104871,3,25.32,89.94,0,0,0,0,0.06,0,0,0,8.46,1.01,0.53,LTE,19/07/2022,9:32,6,166,2022,Female,32.494868,35.468137,172,10.87,7,-3.488372093,0,169.2717791
237,50572,7.5,204,92,75.8,173.5390009,1,286.76,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,05/07/2022,10:38:00,9,164,2022,Female,32.544543,35.396629,172,6.12,7,-4.651162791,1,165.016066
238,50572,7.5,204,92,75.8,173.5390009,2,103.03,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,12/07/2022,7:34:00,2,162,2022,Female,32.544543,35.396629,172,6.12,7,-5.813953488,0,163.003675
239,50572,7.5,204,92,75.8,173.5390009,3,43.65,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,19/07/2022,7:09,1,162,2022,Female,32.544543,35.396629,172,6.12,7,-5.813953488,0,163.003675
240,50573,12,205,110,76.9,180.7497196,1,323.69,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,05/07/2022,11:07:00,10,163,2022,Male,32.544543,35.396629,180,6.12,7,-9.444444444,1,163.4704339
241,50573,12,205,110,76.9,180.7497196,2,146.46,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,12/07/2022,8:01:00,3,161,2022,Male,32.544543,35.396629,180,6.12,7,-10.55555556,0,161.4646617
242,50573,12,205,110,76.9,180.7497196,3,310.33,72.74,1.96,0,0,0,21.92,0,0,0,3.38,0,0,LTE,19/07/2022,9:01,5,159,2022,Male,32.544543,35.396629,180,6.12,7,-11.66666667,1,159.4588895
243,50574,10.2,199,93,78.7,190.1770868,1,600,100,0,0,0,0,0,0,0,0,0,0,0,LTE,05/07/2022,7:07:00,2,176,2022,Male,32.534612,35.468487,184,0,7,-4.347826087,1,180.0759722
244,50574,10.2,199,93,78.7,190.1770868,2,3.57,100,0,0,0,0,0,0,0,0,0,0,0,LTE,12/07/2022,9:16:00,6,171,2022,Male,32.534612,35.468487,184,0,7,-7.065217391,0,174.9601775
245,50574,10.2,199,93,78.7,190.1770868,3,2.2,100,0,0,0,0,0,0,0,0,0,0,0,LTE,19/07/2022,8:07,3,173,2022,Male,32.534612,35.468487,184,0,7,-5.97826087,0,177.0064954
246,50575,8,205,95,81.4,181.7538848,1,2.4,100,0,0,0,0,0,0,0,0,0,0,0,LTE,05/07/2022,6:43:00,1,166,2022,Female,32.534612,35.468487,181,0,7,-8.287292818,0,166.4790922
247,50575,8,205,95,81.4,181.7538848,2,2.07,100,0,0,0,0,0,0,0,0,0,0,0,LTE,12/07/2022,8:27:00,4,174,2022,Female,32.534612,35.468487,181,0,7,-3.867403315,0,174.502181
248,50575,8,205,95,81.4,181.7538848,3,6.07,100,0,0,0,0,0,0,0,0,0,0,0,LTE,19/07/2022,10:07,7,173,2022,Female,32.534612,35.468487,181,0,7,-4.419889503,0,173.4992949
