Row_Number,Lapwing_ID,Test_Number,Fields,Urban,Water_Ponds,Experiment,Date,time,Trial_order,Weight,Year,Sex,Nest_X,Nest_Y,Initial_weight,TimeStandingSec,Head_bobbing,peck,Pose_fly,preening,Puff,Call,screening,Shake_wings,Shaking_head,Tail_wingle,Fly_Sequences,Mean_Time_Fly_sec,Total_Time_Fly_sec,SE_Time_Fly_sec,Number_Stops_Locations,Total_Time_Stoped,Walking_Meters,Percentage_In_Camera_View,area_explored,TimeInCenter,TimeInPeri,TotalUniqueLocationsVisited,NumberOfHighExploration,NumberOfMedianExploration,NumberOfLowExploration,PC1,PC2,SMI,Experiment_SMI,Spur_mm,Wing_mm,Tail_mm,Leg_mm,Time_to_emerge,Minimum_Disp_Threat
156,32421,1,49,55.29,0,CST,22/06/2020,11:55:00,3,175,2020,Male,32.451819,35.015313,193,141.23,1,NA,0,0,0,0,0,0,0,0,2,3.2,6.4,1.33,159,7,4.66,96,13.46,3,97,21,1,1,19,1.983793178,0.031005304,193.8038661,175.5050671,8.8,205,93,98.5,NA,53.32
157,32421,2,49,55.29,0,LTE,29/06/2020,11:32:00,4,182,2020,Male,32.451819,35.015313,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.8038661,182.5252698,8.8,205,93,98.5,1.5,NA
158,32421,2,49,55.29,0,OFT,29/06/2020,11:32:00,4,182,2020,Male,32.451819,35.015313,193,214.73,1,0,1,0,2,0,0,0,3,6,3,4.8,14.41,1.24,265,64,58.32,100,48.08,14.2,85.8,75,0,5,70,0.740877921,1.030241173,193.8038661,182.5252698,8.8,205,93,98.5,NA,NA
159,32421,2,49,55.29,0,CST,29/06/2020,11:32:00,4,182,2020,Male,32.451819,35.015313,193,72.53,1,NA,0,0,0,0,0,0,0,2,1,6.77,6.77,NA,77,33,41.09,95,21.15,0.1,99.9,33,0,2,31,-1.007941129,-1.10516829,193.8038661,182.5252698,8.8,205,93,98.5,NA,138.7
160,32421,3,49,55.29,0,LTE,06/07/2020,11:41:00,5,179,2020,Male,32.451819,35.015313,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.8038661,179.5166115,8.8,205,93,98.5,2.2,NA
161,32421,3,49,55.29,0,OFT,06/07/2020,11:41:00,5,179,2020,Male,32.451819,35.015313,193,233.67,0,0,3,0,2,0,0,0,1,4,3,4.17,12.52,0.34,281,60,55.78,100,46.79,13.6,86.4,73,0,6,67,0.786019775,0.82920473,193.8038661,179.5166115,8.8,205,93,98.5,NA,NA
162,32421,3,49,55.29,0,CST,06/07/2020,11:41:00,5,179,2020,Male,32.451819,35.015313,193,77.77,0,NA,0,0,0,0,0,0,0,0,3,5.24,15.73,0.43,87,25,36.34,95,34.62,4,96,54,0,2,52,-1.465236806,-0.034658764,193.8038661,179.5166115,8.8,205,93,98.5,NA,37.29
163,32422,1,10.98,74.65,0,LTE,22/06/2020,13:49:00,6,159,2020,Female,32.444296,34.973194,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.7122337,159.4588895,3.5,205,91,75.5,119.67,NA
164,32422,1,10.98,74.65,0,OFT,22/06/2020,13:49:00,6,159,2020,Female,32.444296,34.973194,171,199.33,6,0,0,0,0,0,0,2,0,5,3,3.19,9.58,0.51,240,63,60.98,100,34.62,3.5,96.5,54,2,2,50,-1.908595559,0.72876432,171.7122337,159.4588895,3.5,205,91,75.5,NA,NA
165,32422,1,10.98,74.65,0,CST,22/06/2020,13:49:00,6,159,2020,Female,32.444296,34.973194,171,63.03,8,NA,0,0,0,11,0,0,0,1,5,2.92,14.58,0.81,93,9,10.36,64,14.74,0,100,23,0,2,21,0.459403105,-0.207829716,171.7122337,159.4588895,3.5,205,91,75.5,NA,179.73
166,32422,2,10.98,74.65,0,LTE,29/06/2020,10:21:00,2,166,2020,Female,32.444296,34.973194,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.7122337,166.4790922,3.5,205,91,75.5,266.5,NA
167,32422,2,10.98,74.65,0,OFT,29/06/2020,10:21:00,2,166,2020,Female,32.444296,34.973194,171,139.33,1,0,0,0,1,0,0,0,0,4,4,1.86,7.43,0.7,160,68,104.86,100,25,0,100,39,1,3,35,-1.846461816,0.723804427,171.7122337,166.4790922,3.5,205,91,75.5,NA,NA
168,32422,2,10.98,74.65,0,CST,29/06/2020,10:21:00,2,166,2020,Female,32.444296,34.973194,171,45.63,0,NA,0,0,0,3,0,0,0,0,2,2.27,4.54,1.45,57,37,57.97,100,16.67,0,100,26,0,1,25,-2.404457275,-3.57460353,171.7122337,166.4790922,3.5,205,91,75.5,NA,212.57
169,32422,3,10.98,74.65,0,LTE,06/07/2020,10:33:00,3,162,2020,Female,32.444296,34.973194,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.7122337,162.4675478,3.5,205,91,75.5,140.61,NA
170,32422,3,10.98,74.65,0,OFT,06/07/2020,10:33:00,3,162,2020,Female,32.444296,34.973194,171,147.63,0,0,1,0,1,3,0,1,0,8,6,1.86,11.14,0.39,159,67,105.17,100,39.1,3,97,61,0,6,55,-1.370168903,1.36901,171.7122337,162.4675478,3.5,205,91,75.5,NA,NA
171,32422,3,10.98,74.65,0,CST,06/07/2020,10:33:00,3,162,2020,Female,32.444296,34.973194,171,11.87,0,NA,0,0,0,4,0,0,0,3,3,1.69,5.08,1,9,7,81.54,72,20.51,0,100,32,0,0,32,-2.432528199,-1.912391101,171.7122337,162.4675478,3.5,205,91,75.5,NA,120.31
172,32424,1,48.58,49.12,0,LTE,22/06/2020,09:15:00,1,182,2020,Male,32.444662,34.971278,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.3760571,179.0120479,10.9,211,98,78.5,1.5,NA
173,32424,1,48.58,49.12,0,OFT,22/06/2020,09:15:00,1,182,2020,Male,32.444662,34.971278,196,258,0,0,0,0,3,0,2,0,0,0,2,3.08,6.16,0.79,306,46,40.58,100,30.13,10,90,47,2,2,43,0.633942063,-0.407445462,191.3760571,179.0120479,10.9,211,98,78.5,NA,NA
174,32424,1,48.58,49.12,0,CST,22/06/2020,09:15:00,1,182,2020,Male,32.444662,34.971278,196,125.43,4,NA,0,0,0,28,2,0,0,0,7,3.08,21.58,0.84,156,15,9.24,100,13.46,0.3,99.7,21,0,4,17,2.07298525,1.590135495,191.3760571,179.0120479,10.9,211,98,78.5,NA,97.27
175,32424,2,48.58,49.12,0,LTE,29/06/2020,09:47:00,1,191,2020,Male,32.444662,34.971278,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.3760571,187.864292,10.9,211,98,78.5,2.8,NA
176,32424,2,48.58,49.12,0,OFT,29/06/2020,09:47:00,1,191,2020,Male,32.444662,34.971278,196,290.27,0,0,0,0,0,44,3,0,0,0,11,3.44,37.81,0.84,369,29,21.51,100,31.41,15.3,84.7,49,2,4,43,0.165208284,0.027997168,191.3760571,187.864292,10.9,211,98,78.5,NA,NA
177,32424,2,48.58,49.12,0,CST,29/06/2020,09:47:00,1,191,2020,Male,32.444662,34.971278,196,111.7,0,NA,0,0,0,44,0,0,0,0,7,3.34,23.4,1.05,142,22,15.89,100,26.92,0.3,99.7,42,0,1,41,-0.326498931,0.268269119,191.3760571,187.864292,10.9,211,98,78.5,NA,82.83
178,32424,3,48.58,49.12,0,LTE,08/07/2020,11:05:00,3,174,2020,Male,32.444662,34.971278,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.3760571,171.1433865,10.9,211,98,78.5,108.44,NA
179,32424,3,48.58,49.12,0,OFT,08/07/2020,11:05:00,3,174,2020,Male,32.444662,34.971278,196,112,0,0,0,0,1,0,0,0,1,2,1,12.33,12.33,NA,131,9,7.7,35,15.38,2.6,97.4,24,1,0,23,-1.91068444,-1.341814201,191.3760571,171.1433865,10.9,211,98,78.5,NA,NA
180,32424,3,48.58,49.12,0,CST,08/07/2020,11:05:00,3,174,2020,Male,32.444662,34.971278,196,53.53,0,NA,0,0,0,8,0,0,0,0,4,3.34,13.35,0.24,65,13,11.13,58,15.38,0.5,99.5,24,0,1,23,-0.392404691,-0.561980878,191.3760571,171.1433865,10.9,211,98,78.5,NA,197.1
181,32431,1,46.8,47.53,0,LTE,02/07/2020,10:39:00,3,173,2020,Male,32.142379,34.819771,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.7538848,173.4992949,10,205,97,77.5,246.67,NA
182,32431,1,46.8,47.53,0,OFT,02/07/2020,10:39:00,3,173,2020,Male,32.142379,34.819771,181,288.4,10,0,2,0,5,0,2,0,2,15,4,3.55,14.19,0.59,378,23,21.96,100,39.74,68.5,31.5,62,2,3,57,1.654933947,-0.443323577,181.7538848,173.4992949,10,205,97,77.5,NA,NA
183,32431,1,46.8,47.53,0,CST,02/07/2020,10:39:00,3,173,2020,Male,32.142379,34.819771,181,45.57,0,NA,0,0,0,0,0,0,0,0,7,3.64,25.5,0.59,56,12,24.81,62,32.05,2.2,97.8,50,0,1,49,-1.644005566,0.533963785,181.7538848,173.4992949,10,205,97,77.5,NA,85.32
184,32431,2,46.8,47.53,0,LTE,08/07/2020,11:40:00,4,174,2020,Male,32.142379,34.819771,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.7538848,174.502181,10,205,97,77.5,448.93,NA
185,32431,2,46.8,47.53,0,OFT,08/07/2020,11:40:00,4,174,2020,Male,32.142379,34.819771,181,16.27,0,0,0,0,1,0,0,0,2,6,2,4.45,8.91,1.12,23,6,14.09,11,25.64,1.6,98.4,40,0,0,40,-2.351494028,-0.230240071,181.7538848,174.502181,10,205,97,77.5,NA,NA
186,32431,2,46.8,47.53,0,CST,08/07/2020,11:40:00,4,174,2020,Male,32.142379,34.819771,181,41.7,0,NA,0,0,0,0,0,0,0,1,1,4.42,4.42,NA,40,18,40.58,87,16.67,0,100,26,1,1,24,-1.518551189,-2.071383382,181.7538848,174.502181,10,205,97,77.5,NA,202.07
187,32431,3,46.8,47.53,0,LTE,16/07/2020,12:37:00,7,170,2020,Male,32.142379,34.819771,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.7538848,170.4906366,10,205,97,77.5,600,NA
188,32431,3,46.8,47.53,0,OFT,16/07/2020,12:37:00,7,170,2020,Male,32.142379,34.819771,181,103.8,0,0,0,0,1,0,0,0,4,5,0,0,0,NA,115,60,109.43,100,23.72,0.7,99.3,37,2,3,32,-2.493159991,0.338455905,181.7538848,170.4906366,10,205,97,77.5,NA,NA
189,32431,3,46.8,47.53,0,CST,16/07/2020,12:37:00,7,170,2020,Male,32.142379,34.819771,181,45.03,0,NA,1,0,0,0,0,0,0,2,1,5.35,5.35,NA,43,15,59.87,91,15.38,0.1,99.9,24,0,1,23,-1.142252402,-1.03372087,181.7538848,170.4906366,10,205,97,77.5,NA,197.26
190,32432,1,46.8,47.53,0,LTE,02/07/2020,10:04:00,2,184,2020,Female,32.142379,34.819771,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.8038661,184.5310419,5.6,205,97,74.5,96.16,NA
191,32432,1,46.8,47.53,0,OFT,02/07/2020,10:04:00,2,184,2020,Female,32.142379,34.819771,193,302.9,10,0,0,0,6,9,0,0,3,12,1,5.31,5.31,NA,376,18,26.23,100,37.18,10.8,89.2,58,1,1,56,1.60512371,-0.771682664,193.8038661,184.5310419,5.6,205,97,74.5,NA,NA
192,32432,1,46.8,47.53,0,CST,02/07/2020,10:04:00,2,184,2020,Female,32.142379,34.819771,193,103.27,0,NA,0,0,0,16,0,0,0,5,2,3.55,7.1,1.85,127,12,13.85,87,19.23,0,100,30,1,0,29,0.048371709,-1.052976545,193.8038661,184.5310419,5.6,205,97,74.5,NA,22.36
193,32432,2,46.8,47.53,0,LTE,08/07/2020,12:18:00,5,180,2020,Female,32.142379,34.819771,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.8038661,180.5194976,5.6,205,97,74.5,85.53,NA
194,32432,2,46.8,47.53,0,OFT,08/07/2020,12:18:00,5,180,2020,Female,32.142379,34.819771,193,6.33,0,0,0,0,0,0,0,2,1,8,0,0,0,NA,10,3,3.89,4,13.46,0.8,99.2,21,0,0,21,-3.782463116,-1.997308168,193.8038661,180.5194976,5.6,205,97,74.5,NA,NA
195,32432,2,46.8,47.53,0,CST,08/07/2020,12:18:00,5,180,2020,Female,32.142379,34.819771,193,38.67,0,NA,0,0,0,4,0,0,0,2,2,2.45,4.89,0.98,45,22,65.79,82,16.67,0,100,26,0,1,25,-1.609154354,-1.630320447,193.8038661,180.5194976,5.6,205,97,74.5,NA,211.31
196,32432,3,46.8,47.53,0,LTE,16/07/2020,10:44:00,4,178,2020,Female,32.142379,34.819771,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.8038661,178.5137254,5.6,205,97,74.5,600,NA
197,32432,3,46.8,47.53,0,OFT,16/07/2020,10:44:00,4,178,2020,Female,32.142379,34.819771,193,8.27,0,0,0,0,0,0,0,1,0,7,0,0,0,NA,10,4,5.98,6,10.9,0.2,99.8,17,0,0,17,-3.866709718,-1.789369182,193.8038661,178.5137254,5.6,205,97,74.5,NA,NA
198,32432,3,46.8,47.53,0,CST,16/07/2020,10:44:00,4,178,2020,Female,32.142379,34.819771,193,36.63,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,25,23,92.27,100,15.38,0,100,24,0,1,23,-1.951931563,-3.45850831,193.8038661,178.5137254,5.6,205,97,74.5,NA,224.97
199,32433,1,75.85,36.45,0,LTE,02/07/2020,09:24:00,1,177,2020,Female,32.145961,34.826317,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.4560202,179.8831246,1.3,201,90,72.3,1.6,NA
200,32433,1,75.85,36.45,0,OFT,02/07/2020,09:24:00,1,177,2020,Female,32.145961,34.826317,189,228.3,6,0,1,0,2,0,1,1,1,14,6,2.82,16.89,0.66,284,49,58.52,100,73.72,34.8,65.2,115,0,2,113,1.47953393,2.06209414,193.4560202,179.8831246,1.3,201,90,72.3,NA,NA
201,32433,1,75.85,36.45,0,CST,02/07/2020,09:24:00,1,177,2020,Female,32.145961,34.826317,189,76.7,1,NA,0,0,0,0,0,0,0,6,6,2.5,15.03,0.75,99,24,34.07,100,33.33,3,97,52,0,1,51,-1.242336929,0.186356564,193.4560202,179.8831246,1.3,201,90,72.3,NA,75.67
202,32433,2,75.85,36.45,0,LTE,06/07/2020,09:29:00,1,179,2020,Female,32.145961,34.826317,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.4560202,181.9157023,1.3,201,90,72.3,61.02,NA
203,32433,2,75.85,36.45,0,OFT,06/07/2020,09:29:00,1,179,2020,Female,32.145961,34.826317,189,204.1,0,0,0,0,2,0,1,0,2,12,8,2.5,20.01,0.45,222,55,77.29,100,60.26,22.7,77.3,94,0,2,92,1.048043027,1.886106931,193.4560202,181.9157023,1.3,201,90,72.3,NA,NA
204,32433,2,75.85,36.45,0,CST,06/07/2020,09:29:00,1,179,2020,Female,32.145961,34.826317,189,68.93,0,NA,0,0,0,0,0,0,0,7,4,3.16,12.63,0.41,81,26,42.14,100,25,7.6,92.4,39,0,1,38,-1.219470816,-0.407437112,193.4560202,181.9157023,1.3,201,90,72.3,NA,167.39
205,32434,1,78.68,33.91,0,LTE,02/07/2020,11:17:00,4,188,2020,Male,32.146048,34.826132,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.077911,180.8920244,13.2,218,102,77.9,10.1,NA
206,32434,1,78.68,33.91,0,OFT,02/07/2020,11:17:00,4,188,2020,Male,32.146048,34.826132,202,228.43,20,0,0,0,5,0,0,0,3,10,6,2.87,17.21,0.41,289,49,50.08,100,73.08,45.3,54.7,114,0,2,112,2.092253843,1.784405039,191.077911,180.8920244,13.2,218,102,77.9,NA,NA
207,32434,1,78.68,33.91,0,CST,02/07/2020,11:17:00,4,188,2020,Male,32.146048,34.826132,202,56.97,6,NA,0,0,0,8,0,0,0,0,5,3.55,17.74,0.57,67,31,28.58,83,23.08,3.1,96.9,36,0,0,36,-0.35763402,0.421526309,191.077911,180.8920244,13.2,218,102,77.9,NA,165.98
208,32434,2,78.68,33.91,0,LTE,08/07/2020,12:47:00,6,193,2020,Male,32.146048,34.826132,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.077911,185.7029825,13.2,218,102,77.9,3.8,NA
209,32434,2,78.68,33.91,0,OFT,08/07/2020,12:47:00,6,193,2020,Male,32.146048,34.826132,202,91.17,0,0,0,0,1,0,1,0,1,6,2,4.87,9.74,0.66,120,30,18.88,41,23.72,1.2,98.8,37,0,1,36,-1.96278407,-0.342239252,191.077911,185.7029825,13.2,218,102,77.9,NA,NA
210,32434,2,78.68,33.91,0,CST,08/07/2020,12:47:00,6,193,2020,Male,32.146048,34.826132,202,59.67,1,NA,0,0,1,0,0,0,0,1,1,5.91,5.91,NA,68,28,50.43,100,18.59,2.5,97.5,29,0,0,29,-0.494655746,-2.488969248,191.077911,185.7029825,13.2,218,102,77.9,NA,35.91
211,32434,3,78.68,33.91,0,LTE,16/07/2020,11:25:00,5,194,2020,Male,32.146048,34.826132,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.077911,186.6651741,13.2,218,102,77.9,4.5,NA
212,32434,3,78.68,33.91,0,OFT,16/07/2020,11:25:00,5,194,2020,Male,32.146048,34.826132,202,193.2,0,0,3,0,2,0,0,0,2,7,5,5.37,26.87,1.92,257,46,53.45,89,42.95,3.4,96.6,67,0,5,62,-0.376400173,1.119232208,191.077911,186.6651741,13.2,218,102,77.9,NA,NA
213,32434,3,78.68,33.91,0,CST,16/07/2020,11:25:00,5,194,2020,Male,32.146048,34.826132,202,32.27,0,NA,0,0,0,1,0,0,0,0,1,8.65,8.65,NA,32,17,35.72,60,22.44,0,100,35,0,0,35,-1.768093232,-1.315036922,191.077911,186.6651741,13.2,218,102,77.9,NA,29.67
214,32435,1,89.34,7.9,0,LTE,08/07/2020,10:21:00,2,169,2020,Female,32.454353,34.939508,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.6463731,170.0470437,6.3,204,93,73,600,NA
215,32435,1,89.34,7.9,0,OFT,08/07/2020,10:21:00,2,169,2020,Female,32.454353,34.939508,184,214.93,1,1,0,0,0,0,1,1,2,7,0,0,0,NA,277,73,47.01,100,23.08,1.7,98.3,36,1,5,30,-2.532382908,-0.54473004,185.6463731,170.0470437,6.3,204,93,73,NA,NA
216,32435,1,89.34,7.9,0,CST,08/07/2020,10:21:00,2,169,2020,Female,32.454353,34.939508,184,88.2,1,NA,0,0,1,0,0,0,1,1,0,0,0,NA,108,17,20.3,84,12.82,6.8,93.2,20,0,1,19,1.505614609,-2.298663838,185.6463731,170.0470437,6.3,204,93,73,NA,189.35
217,32435,2,89.34,7.9,0,LTE,16/07/2020,11:54:00,6,172,2020,Female,32.454353,34.939508,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.6463731,173.0656302,6.3,204,93,73,600,NA
218,32435,2,89.34,7.9,0,OFT,16/07/2020,11:54:00,6,172,2020,Female,32.454353,34.939508,184,174.27,0,0,0,1,3,0,0,0,1,5,0,0,0,NA,202,65,48.17,81,64.1,2.6,97.4,100,0,5,95,0.114360571,0.044946646,185.6463731,173.0656302,6.3,204,93,73,NA,NA
219,32435,2,89.34,7.9,0,CST,16/07/2020,11:54:00,6,172,2020,Female,32.454353,34.939508,184,67.8,0,NA,0,0,1,0,0,0,1,2,0,0,0,NA,82,20,11.67,68,18.59,0.1,99.9,29,0,1,28,1.142238432,-2.416441516,185.6463731,173.0656302,6.3,204,93,73,NA,204.2
220,32435,3,89.34,7.9,0,LTE,22/07/2020,08:37:00,2,175,2020,Female,32.454353,34.939508,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.6463731,176.0842168,6.3,204,93,73,11.5,NA
221,32435,3,89.34,7.9,0,OFT,22/07/2020,08:37:00,2,175,2020,Female,32.454353,34.939508,184,121.17,0,0,0,0,0,0,0,1,1,1,0,0,0,NA,149,42,23.94,55,43.59,4.3,95.7,68,0,1,67,-2.536132272,0.120807066,185.6463731,176.0842168,6.3,204,93,73,NA,NA
222,32435,3,89.34,7.9,0,CST,22/07/2020,08:37:00,2,175,2020,Female,32.454353,34.939508,184,83.93,0,NA,0,0,1,0,0,0,1,2,0,0,0,NA,102,20,22.93,95,27.56,3.6,96.4,43,0,0,43,0.53568819,-2.484739608,185.6463731,176.0842168,6.3,204,93,73,NA,162.62
223,32436,1,89.34,7.9,0,LTE,08/07/2020,09:49:00,1,174,2020,Male,32.454353,34.939508,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.5486892,175.6586056,11.9,203,90,76.9,3.4,NA
224,32436,1,89.34,7.9,0,OFT,08/07/2020,09:49:00,1,174,2020,Male,32.454353,34.939508,185,234.33,0,0,0,0,2,0,0,0,0,15,2,3.5,7.01,1.1,303,27,38.68,93,32.69,2.9,97.1,51,1,3,47,-0.732216372,-0.142069026,187.5486892,175.6586056,11.9,203,90,76.9,NA,NA
225,32436,1,89.34,7.9,0,CST,08/07/2020,09:49:00,1,174,2020,Male,32.454353,34.939508,185,33.6,1,NA,0,0,0,0,0,0,0,1,1,3.73,3.73,NA,41,10,34.29,57,20.51,0.1,99.9,32,0,1,31,-1.344487287,-1.384818704,187.5486892,175.6586056,11.9,203,90,76.9,NA,169.45
226,32436,2,89.34,7.9,0,LTE,16/07/2020,10:06:00,3,179,2020,Male,32.454353,34.939508,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.5486892,180.7062666,11.9,203,90,76.9,294.78,NA
227,32436,2,89.34,7.9,0,OFT,16/07/2020,10:06:00,3,179,2020,Male,32.454353,34.939508,185,294.03,0,0,0,0,1,0,0,1,0,8,3,3.38,10.14,0.32,357,18,29.06,100,23.72,0.2,99.8,37,3,1,33,-0.80205926,-0.760287544,187.5486892,180.7062666,11.9,203,90,76.9,NA,NA
228,32436,2,89.34,7.9,0,CST,16/07/2020,10:06:00,3,179,2020,Male,32.454353,34.939508,185,51.03,0,NA,0,0,0,1,0,0,0,3,2,2.65,5.29,1.52,49,25,59.48,99,25,0.2,99.8,39,1,0,38,-1.955012322,-1.842736508,187.5486892,180.7062666,11.9,203,90,76.9,NA,133.31
229,32436,3,89.34,7.9,0,LTE,22/07/2020,09:42:00,4,178,2020,Male,32.454353,34.939508,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.5486892,179.6967344,11.9,203,90,76.9,600,NA
230,32436,3,89.34,7.9,0,OFT,22/07/2020,09:42:00,4,178,2020,Male,32.454353,34.939508,185,179.03,0,1,0,0,2,0,0,0,2,12,2,3.03,6.06,0.31,198,56,75.81,100,26.28,0.1,99.9,41,1,5,35,-1.290141734,0.26861263,187.5486892,179.6967344,11.9,203,90,76.9,NA,NA
231,32436,3,89.34,7.9,0,CST,22/07/2020,09:42:00,4,178,2020,Male,32.454353,34.939508,185,57.77,0,NA,0,0,1,0,0,0,1,8,1,3.09,3.09,NA,56,26,54.92,99,14.74,0.1,99.9,23,0,2,21,-0.187305415,-2.563173006,187.5486892,179.6967344,11.9,203,90,76.9,NA,185.18
232,32437,1,0.01,1.76,9.25,LTE,16/07/2020,08:56:00,1,173,2020,Female,32.492261,34.936742,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.3221282,168.5490067,6.4,214,98,78.7,131.65,NA
233,32437,1,0.01,1.76,9.25,OFT,16/07/2020,08:56:00,1,173,2020,Female,32.492261,34.936742,181,355.07,0,0,1,0,2,0,0,0,1,11,5,2.31,11.55,1.03,402,9,9.71,100,16.03,19.8,80.2,25,1,2,22,0.879240573,-2.159410561,174.3221282,168.5490067,6.4,214,98,78.7,NA,NA
234,32437,1,0.01,1.76,9.25,CST,16/07/2020,08:56:00,1,173,2020,Female,32.492261,34.936742,181,91.67,3,NA,0,0,0,8,0,0,0,3,5,3.61,18.05,0.61,152,12,17.12,99,14.74,0.2,99.8,23,0,2,21,0.740216903,0.335052653,174.3221282,168.5490067,6.4,214,98,78.7,NA,184.88
235,32437,2,0.01,1.76,9.25,LTE,22/07/2020,09:08:00,3,170,2020,Female,32.492261,34.936742,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.3221282,165.6261916,6.4,214,98,78.7,50.75,NA
236,32437,2,0.01,1.76,9.25,OFT,22/07/2020,09:08:00,3,170,2020,Female,32.492261,34.936742,181,69.87,0,0,0,0,2,0,0,0,1,0,2,4.56,9.11,0.69,88,14,10.62,27,25.64,0.7,99.3,40,0,1,39,-1.703668477,-0.702760794,174.3221282,165.6261916,6.4,214,98,78.7,NA,NA
