Row_Number,Lapwing_ID,Test_Number,Fields,Urban,Water_Ponds,Experiment,Date,time,Trial_order,Weight,Year,Sex,Nest_X,Nest_Y,Initial_weight,TimeStandingSec,Head_bobbing,peck,Pose_fly,preening,Puff,Call,screening,Shake_wings,Shaking_head,Tail_wingle,Fly_Sequences,Mean_Time_Fly_sec,Total_Time_Fly_sec,SE_Time_Fly_sec,Number_Stops_Locations,Total_Time_Stoped,Walking_Meters,Percentage_In_Camera_View,area_explored,TimeInCenter,TimeInPeri,TotalUniqueLocationsVisited,NumberOfHighExploration,NumberOfMedianExploration,NumberOfLowExploration,PC1,PC2,SMI,Experiment_SMI,Spur_mm,Wing_mm,Tail_mm,Leg_mm,Time_to_emerge,Minimum_Disp_Threat
400,33898,2,38.8,68.63,0,LTE,14/06/2021,10:47:00,6,173,2021,Female,32.556928,34.919901,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.4600671,171.255129,7.9,209,93,76.7,202.44,NA
401,33898,2,38.8,68.63,0,OFT,14/06/2021,10:47:00,6,173,2021,Female,32.556928,34.919901,175,203.13,5,0,0,0,2,0,1,0,2,9,3,4.54,13.63,0.56,246,50,63.32,100,41.67,3.5,96.5,65,2,4,59,-0.584151527,0.884735872,172.4600671,171.255129,7.9,209,93,76.7,NA,NA
402,33898,2,38.8,68.63,0,CST,14/06/2021,10:47:00,6,173,2021,Female,32.556928,34.919901,175,97.33,2,0,0,0,0,5,0,0,0,2,6,5.42,32.53,2.14,115,18,21.78,98,41.03,11.7,88.3,64,0,2,62,-0.238601572,2.080216792,172.4600671,171.255129,7.9,209,93,76.7,NA,112.14
403,33898,3,38.8,68.63,0,LTE,22/06/2021,10:35:00,7,178,2021,Female,32.556928,34.919901,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.4600671,176.2046992,7.9,209,93,76.7,28.98,NA
404,33898,3,38.8,68.63,0,OFT,22/06/2021,10:35:00,7,178,2021,Female,32.556928,34.919901,175,149.37,0,1,0,0,0,0,0,0,1,6,1,4.74,4.74,NA,117,61,125.77,100,23.08,0.9,99.1,36,2,6,28,-2.670803887,0.819456479,172.4600671,176.2046992,7.9,209,93,76.7,NA,NA
405,33898,3,38.8,68.63,0,CST,22/06/2021,10:35:00,7,178,2021,Female,32.556928,34.919901,175,77.93,0,0,0,0,0,7,0,0,1,1,2,4.13,8.26,0.53,100,25,29.48,99,39.1,12.4,87.6,61,0,0,61,-1.162269634,0.127435734,172.4600671,176.2046992,7.9,209,93,76.7,NA,22.33
406,33901,1,73.48,16,0,LTE,14/06/2021,09:35:00,4,185,2021,Male,32.138756,34.913535,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7277863,186.7634599,8.4,203,96,83.5,594.39,NA
407,33901,1,73.48,16,0,OFT,14/06/2021,09:35:00,4,185,2021,Male,32.138756,34.913535,198,268.43,1,0,0,0,5,0,0,0,2,7,2,5.62,11.25,1.94,313,38,28.93,96,33.33,10.7,89.3,52,1,4,47,1.3015696,-0.497196217,200.7277863,186.7634599,8.4,203,96,83.5,NA,NA
408,33901,1,73.48,16,0,CST,14/06/2021,09:35:00,4,185,2021,Male,32.138756,34.913535,198,130.63,3,0,0,0,1,1,1,0,0,1,0,0,0,NA,174,3,8.24,100,8.97,0,100,14,1,1,12,3.679951932,-1.447496031,200.7277863,186.7634599,8.4,203,96,83.5,NA,196.42
409,33901,2,73.48,16,0,LTE,22/06/2021,11:00:00,8,187,2021,Male,32.138756,34.913535,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7277863,188.7825244,8.4,203,96,83.5,467.39,NA
410,33901,2,73.48,16,0,OFT,22/06/2021,11:00:00,8,187,2021,Male,32.138756,34.913535,198,316.97,5,0,0,0,3,0,1,0,1,7,1,6.88,6.88,NA,399,12,16.16,100,21.79,0.2,99.8,34,1,2,31,-0.208096971,-1.585045878,200.7277863,188.7825244,8.4,203,96,83.5,NA,NA
411,33901,2,73.48,16,0,CST,22/06/2021,11:00:00,8,187,2021,Male,32.138756,34.913535,198,120.5,4,0,0,0,2,0,0,0,0,5,3,3.92,11.75,0.14,157,12,13.77,100,21.79,0,100,34,1,2,31,2.098624045,-0.337272702,200.7277863,188.7825244,8.4,203,96,83.5,NA,71.64
412,33901,3,73.48,16,0,LTE,05/07/2021,10:24:00,5,179,2021,Male,32.138756,34.913535,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7277863,180.7062666,8.4,203,96,83.5,600,NA
413,33901,3,73.48,16,0,OFT,05/07/2021,10:24:00,5,179,2021,Male,32.138756,34.913535,198,311.8,10,0,0,0,5,0,0,0,4,8,1,3.02,3.02,NA,361,26,26.91,100,26.28,1.6,98.4,41,1,2,38,0.070248891,-1.260427608,200.7277863,180.7062666,8.4,203,96,83.5,NA,NA
414,33901,3,73.48,16,0,CST,05/07/2021,10:24:00,5,179,2021,Male,32.138756,34.913535,198,121.93,1,0,0,0,1,0,0,0,0,4,2,3.73,7.46,1.09,153,12,9.57,100,25,3.2,96.8,39,0,2,37,2.018486521,0.049431932,200.7277863,180.7062666,8.4,203,96,83.5,NA,133.33
415,33902,1,75.78,13.69,0,LTE,14/06/2021,08:43:00,2,172,2021,Male,32.138996,34.913663,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.8913802,171.9318158,10.1,206,90,80.2,103.53,NA
416,33902,1,75.78,13.69,0,OFT,14/06/2021,08:43:00,2,172,2021,Male,32.138996,34.913663,190,115.3,0,0,1,0,1,0,1,0,1,7,2,3.97,7.94,3.85,151,23,21.57,49,33.97,1,99,53,0,4,49,-1.6323645,0.020461917,189.8913802,171.9318158,10.1,206,90,80.2,NA,NA
417,33902,1,75.78,13.69,0,CST,14/06/2021,08:43:00,2,172,2021,Male,32.138996,34.913663,190,60.6,1,0,0,0,0,0,0,0,0,0,4,3.44,13.74,0.96,82,14,19.83,69,31.41,0.5,99.5,49,0,0,49,-0.845025252,0.582163636,189.8913802,171.9318158,10.1,206,90,80.2,NA,48.66
418,33902,2,75.78,13.69,0,LTE,22/06/2021,08:01:00,1,187,2021,Male,32.138996,34.913663,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.8913802,186.9258695,10.1,206,90,80.2,13.2,NA
419,33902,2,75.78,13.69,0,OFT,22/06/2021,08:01:00,1,187,2021,Male,32.138996,34.913663,190,239.67,3,0,1,0,3,0,2,0,2,14,2,6.29,12.57,0.05,260,60,52.29,98,50,10.5,89.5,78,0,5,73,1.139590265,0.833049992,189.8913802,186.9258695,10.1,206,90,80.2,NA,NA
420,33902,2,75.78,13.69,0,CST,22/06/2021,08:01:00,1,187,2021,Male,32.138996,34.913663,190,121.53,1,0,0,0,0,0,0,0,0,2,0,0,0,NA,152,13,11.29,100,23.08,0.3,99.7,36,1,1,34,1.073185102,-1.000740099,189.8913802,186.9258695,10.1,206,90,80.2,NA,62.8
421,33902,3,75.78,13.69,0,LTE,05/07/2021,11:28:00,7,172,2021,Male,32.138996,34.913663,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.8913802,171.9318158,10.1,206,90,80.2,600,NA
422,33902,3,75.78,13.69,0,OFT,05/07/2021,11:28:00,7,172,2021,Male,32.138996,34.913663,190,246.13,2,0,0,0,3,0,0,1,2,11,2,6.23,12.45,0.67,276,59,47.4,94,30.13,0.7,99.3,47,2,1,44,-0.374289833,-0.032809954,189.8913802,171.9318158,10.1,206,90,80.2,NA,NA
423,33902,3,75.78,13.69,0,CST,05/07/2021,11:28:00,7,172,2021,Male,32.138996,34.913663,190,119,3,0,0,0,0,0,1,0,0,1,5,5.06,25.28,0.76,144,12,14.86,99,26.92,0.1,99.9,42,0,1,41,0.839557659,1.393413029,189.8913802,171.9318158,10.1,206,90,80.2,NA,57.12
424,33903,1,73.32,30.73,0,LTE,14/06/2021,10:12:00,5,185,2021,Male,32.147756,34.915143,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.8705078,185.533928,10.3,205,97,82.7,600,NA
425,33903,1,73.32,30.73,0,OFT,14/06/2021,10:12:00,5,185,2021,Male,32.147756,34.915143,209,234.47,15,0,0,0,3,0,0,2,2,10,2,6.69,13.39,2.04,307,52,47.05,99,53.21,21.3,78.7,83,0,5,78,1.211292826,0.923048781,209.8705078,185.533928,10.3,205,97,82.7,NA,NA
426,33903,1,73.32,30.73,0,CST,14/06/2021,10:12:00,5,185,2021,Male,32.147756,34.915143,209,88.4,7,0,0,0,0,4,0,0,0,1,5,3.1,15.5,1.72,106,28,28.52,100,38.46,7,93,60,0,1,59,-0.309700481,1.062700015,209.8705078,185.533928,10.3,205,97,82.7,NA,55.55
427,33903,2,73.32,30.73,0,LTE,22/06/2021,08:25:00,2,196,2021,Male,32.147756,34.915143,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.8705078,196.5656751,10.3,205,97,82.7,4.1,NA
428,33903,2,73.32,30.73,0,OFT,22/06/2021,08:25:00,2,196,2021,Male,32.147756,34.915143,209,205.97,7,0,0,2,3,0,0,0,1,9,5,19.09,95.44,16.83,202,60,84.57,100,53.21,4.5,95.5,83,1,4,78,1.445829685,1.689385721,209.8705078,196.5656751,10.3,205,97,82.7,NA,NA
429,33903,2,73.32,30.73,0,CST,22/06/2021,08:25:00,2,196,2021,Male,32.147756,34.915143,209,81.17,3,0,0,0,0,1,0,0,0,4,3,4.41,13.24,2.02,112,27,29.82,100,42.31,5.4,94.6,66,0,0,66,-0.51914357,1.090827138,209.8705078,196.5656751,10.3,205,97,82.7,NA,54.83
430,33903,3,73.32,30.73,0,LTE,05/07/2021,08:30:00,2,189,2021,Male,32.147756,34.915143,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.8705078,189.5454724,10.3,205,97,82.7,600,NA
431,33903,3,73.32,30.73,0,OFT,05/07/2021,08:30:00,2,189,2021,Male,32.147756,34.915143,209,120.6,5,1,0,0,3,0,0,0,0,10,1,2.91,2.91,NA,139,45,54.23,66,31.41,1.6,98.4,49,0,4,45,-1.359013637,0.248026606,209.8705078,189.5454724,10.3,205,97,82.7,NA,NA
432,33903,3,73.32,30.73,0,CST,05/07/2021,08:30:00,2,189,2021,Male,32.147756,34.915143,209,55.23,5,0,0,0,0,0,0,0,0,1,3,5.25,15.75,0.9,56,35,49.21,97,25.64,5.6,94.4,40,0,1,39,-0.920040129,-0.01286134,209.8705078,189.5454724,10.3,205,97,82.7,NA,104.85
433,33904,1,73.32,30.73,0,LTE,14/06/2021,08:16:00,1,176,2021,Female,32.147756,34.915143,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.8649971,174.2248711,5.6,209,91,75.6,72.32,NA
434,33904,1,73.32,30.73,0,OFT,14/06/2021,08:16:00,1,176,2021,Female,32.147756,34.915143,216,159.13,0,0,0,0,2,0,2,0,2,10,3,8.49,25.47,3.67,185,53,64.83,89,67.31,9.3,90.7,105,0,1,104,-0.028918392,2.333372934,212.8649971,174.2248711,5.6,209,91,75.6,NA,NA
435,33904,1,73.32,30.73,0,CST,14/06/2021,08:16:00,1,176,2021,Female,32.147756,34.915143,216,62.8,2,0,1,0,0,6,0,0,0,0,4,8.01,32.05,7.9,92,19,18.55,74,33.33,0.5,99.5,52,0,1,51,-0.539294845,1.447498846,212.8649971,174.2248711,5.6,209,91,75.6,NA,44.38
436,33904,2,73.32,30.73,0,LTE,22/06/2021,12:34:00,11,170,2021,Female,32.147756,34.915143,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.8649971,168.2853869,5.6,209,91,75.6,600,NA
437,33904,2,73.32,30.73,0,OFT,22/06/2021,12:34:00,11,170,2021,Female,32.147756,34.915143,216,204.47,1,0,1,0,3,0,0,0,1,10,6,4.13,24.76,1.02,261,64,48.33,98,60.26,25.7,74.3,94,0,5,89,1.397975248,1.574423416,212.8649971,168.2853869,5.6,209,91,75.6,NA,NA
438,33904,2,73.32,30.73,0,CST,22/06/2021,12:34:00,11,170,2021,Female,32.147756,34.915143,216,86.47,1,0,0,0,0,2,0,0,0,3,6,6.62,39.75,1.16,112,24,28.62,100,42.31,1.9,98.1,66,0,0,66,-1.451491099,1.790914577,212.8649971,168.2853869,5.6,209,91,75.6,NA,37.61
439,33904,3,73.32,30.73,0,LTE,05/07/2021,08:03:00,1,171,2021,Female,32.147756,34.915143,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.8649971,169.2753009,5.6,209,91,75.6,2.9,NA
440,33904,3,73.32,30.73,0,OFT,05/07/2021,08:03:00,1,171,2021,Female,32.147756,34.915143,216,189.63,3,0,7,0,3,0,0,0,3,16,6,3.92,23.52,1.16,224,67,68.97,96,82.69,18.8,81.2,129,0,3,126,1.800301365,2.762607257,212.8649971,169.2753009,5.6,209,91,75.6,NA,NA
441,33904,3,73.32,30.73,0,CST,05/07/2021,08:03:00,1,171,2021,Female,32.147756,34.915143,216,74.33,2,0,0,0,0,33,0,0,0,1,7,6.5,45.5,2.3,113,20,24.54,93,52.56,15.3,84.7,82,0,0,82,-1.1663407,2.813986749,212.8649971,169.2753009,5.6,209,91,75.6,NA,32.15
442,33908,2,44.18,65.49,0,LTE,05/07/2021,12:29:00,9,179,2021,Male,32.156314,34.828409,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.2614899,176.6256984,12.8,210,97,80.3,2.7,NA
443,33908,2,44.18,65.49,0,OFT,05/07/2021,12:29:00,9,179,2021,Male,32.156314,34.828409,196,306.03,2,0,0,0,1,0,0,0,1,5,6,3.6,21.61,0.8,374,19,21.82,100,53.21,69.1,30.9,83,1,2,80,1.295529341,0.401065311,192.2614899,176.6256984,12.8,210,97,80.3,NA,NA
444,33908,2,44.18,65.49,0,CST,05/07/2021,12:29:00,9,179,2021,Male,32.156314,34.828409,196,62.3,0,0,0,0,0,23,0,0,0,1,18,3.57,64.27,0.82,82,24,24.12,80,65.38,11.7,88.3,102,0,0,102,-2.492424575,3.653684018,192.2614899,176.6256984,12.8,210,97,80.3,NA,21.83
445,33908,3,44.18,65.49,0,LTE,13/07/2021,10:47:00,7,172,2021,Male,32.156314,34.828409,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.2614899,169.7185482,12.8,210,97,80.3,2.4,NA
446,33908,3,44.18,65.49,0,OFT,13/07/2021,10:47:00,7,172,2021,Male,32.156314,34.828409,196,372.73,0,0,0,0,2,0,0,0,1,3,2,4.33,8.66,0.72,407,4,9.64,100,26.28,10.7,89.3,41,2,1,38,1.160389656,-1.904255816,192.2614899,169.7185482,12.8,210,97,80.3,NA,NA
447,33908,3,44.18,65.49,0,CST,13/07/2021,10:47:00,7,172,2021,Male,32.156314,34.828409,196,81.47,0,0,0,0,0,14,0,0,0,2,14,4.31,60.29,1.22,94,15,19.39,79,71.79,42.1,57.9,112,0,1,111,-2.15628392,4.086420662,192.2614899,169.7185482,12.8,210,97,80.3,NA,21.53
448,33909,1,44.18,65.49,0,LTE,22/06/2021,13:47:00,12,169,2021,Female,32.156314,34.828409,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.320207,171.1795139,0,202,88,80.4,1.43,NA
449,33909,1,44.18,65.49,0,OFT,22/06/2021,13:47:00,12,169,2021,Female,32.156314,34.828409,178,306.63,1,0,0,0,5,0,3,0,0,4,2,4.73,9.47,0.86,379,22,16.08,99,30.13,73.3,26.7,47,1,4,42,1.454191887,-1.249153077,181.320207,171.1795139,0,202,88,80.4,NA,NA
450,33909,1,44.18,65.49,0,CST,22/06/2021,13:47:00,12,169,2021,Female,32.156314,34.828409,178,137.7,0,0,0,0,1,2,2,0,0,2,1,6.5,6.5,NA,170,8,5.26,100,12.18,66.4,33.6,19,0,3,16,3.129287584,-0.178467521,181.320207,171.1795139,0,202,88,80.4,NA,108.87
451,33909,2,44.18,65.49,0,LTE,05/07/2021,11:02:00,6,172,2021,Female,32.156314,34.828409,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.320207,174.2182035,0,202,88,80.4,13.99,NA
452,33909,2,44.18,65.49,0,OFT,05/07/2021,11:02:00,6,172,2021,Female,32.156314,34.828409,178,292.63,0,0,5,0,4,1,8,0,3,7,2,5.41,10.82,0.58,381,20,17.07,98,26.28,86.8,13.2,41,2,3,36,1.132097133,-1.22700353,181.320207,174.2182035,0,202,88,80.4,NA,NA
453,33909,2,44.18,65.49,0,CST,05/07/2021,11:02:00,6,172,2021,Female,32.156314,34.828409,178,140.03,2,0,0,0,2,1,0,0,3,5,1,1.13,1.13,NA,171,4,6.34,100,17.31,6.8,93.2,27,1,1,25,3.681581943,-0.428183375,181.320207,174.2182035,0,202,88,80.4,NA,36.63
454,33909,3,44.18,65.49,0,LTE,13/07/2021,11:11:00,8,160,2021,Female,32.156314,34.828409,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.320207,162.0634451,0,202,88,80.4,9.1,NA
455,33909,3,44.18,65.49,0,OFT,13/07/2021,11:11:00,8,160,2021,Female,32.156314,34.828409,178,291.07,2,0,6,0,4,0,1,0,2,7,4,4.31,17.23,1.1,364,25,22.16,100,42.95,41.9,58.1,67,2,3,62,1.628664194,-0.207208704,181.320207,162.0634451,0,202,88,80.4,NA,NA
456,33909,3,44.18,65.49,0,CST,13/07/2021,11:11:00,8,160,2021,Female,32.156314,34.828409,178,136.6,2,0,0,0,2,2,1,0,1,3,0,0,0,NA,170,5,6.34,100,23.72,0.5,99.5,37,1,1,35,4.125105386,0.53018538,181.320207,162.0634451,0,202,88,80.4,NA,66.77
457,33911,1,48.72,16.71,0,LTE,22/06/2021,10:09:00,6,189,2021,Male,32.131363,34.817854,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.3321236,182.4183935,10.7,217,100,79.2,48.49,NA
458,33911,1,48.72,16.71,0,OFT,22/06/2021,10:09:00,6,189,2021,Male,32.131363,34.817854,194,111.67,1,0,1,0,2,0,1,1,0,6,2,4.1,8.19,0.34,186,17,22.38,56,35.9,3.9,96.1,56,1,1,54,-1.29688729,0.073473671,184.3321236,182.4183935,10.7,217,100,79.2,NA,NA
459,33911,1,48.72,16.71,0,CST,22/06/2021,10:09:00,6,189,2021,Male,32.131363,34.817854,194,60.37,3,0,0,0,0,2,0,0,0,2,4,2.53,10.11,1.76,83,19,25.1,80,35.26,2.4,97.6,55,0,0,55,-0.548313042,0.417176277,184.3321236,182.4183935,10.7,217,100,79.2,NA,69.6
460,33911,2,48.72,16.71,0,LTE,05/07/2021,09:05:00,3,189,2021,Male,32.131363,34.817854,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.3321236,182.4183935,10.7,217,100,79.2,76.72,NA
461,33911,2,48.72,16.71,0,OFT,05/07/2021,09:05:00,3,189,2021,Male,32.131363,34.817854,194,264.33,2,0,2,0,2,0,3,0,0,6,2,4.88,9.76,0.86,360,7,13.25,90,21.79,4.2,95.8,34,3,1,30,-0.66100178,-1.390494349,184.3321236,182.4183935,10.7,217,100,79.2,NA,NA
462,33911,2,48.72,16.71,0,CST,05/07/2021,09:05:00,3,189,2021,Male,32.131363,34.817854,194,68.17,0,0,0,0,0,1,0,0,0,0,2,6.31,12.62,0.11,84,3,7.65,55,18.59,12.2,87.8,29,0,1,28,0.419090033,0.554387676,184.3321236,182.4183935,10.7,217,100,79.2,NA,87.75
463,33911,3,48.72,16.71,0,LTE,13/07/2021,09:04:00,3,183,2021,Male,32.131363,34.817854,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.3321236,176.6273334,10.7,217,100,79.2,1.9,NA
464,33911,3,48.72,16.71,0,OFT,13/07/2021,09:04:00,3,183,2021,Male,32.131363,34.817854,194,240.93,1,0,12,0,2,0,0,0,1,13,8,5.23,41.82,1.24,345,27,22.92,94,44.87,62.5,37.5,70,1,2,67,1.288781661,0.60360566,184.3321236,176.6273334,10.7,217,100,79.2,NA,NA
465,33911,3,48.72,16.71,0,CST,13/07/2021,09:04:00,3,183,2021,Male,32.131363,34.817854,194,91.63,0,0,1,0,0,0,0,0,0,3,5,6.05,30.23,1.44,144,10,14.11,93,26.28,0.5,99.5,41,0,2,39,-0.144627636,1.410979437,184.3321236,176.6273334,10.7,217,100,79.2,NA,39.61
466,33915,1,67.09,0,30.06,LTE,22/06/2021,09:44:00,5,158,2021,Male,32.64722,35.138095,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.0246845,161.114103,9.5,200,90,79.9,8.39,NA
467,33915,1,67.09,0,30.06,OFT,22/06/2021,09:44:00,5,158,2021,Male,32.64722,35.138095,176,238.9,1,1,2,1,3,5,0,2,1,9,6,4.32,25.95,0.96,282,50,39.67,98,53.85,52.5,47.5,84,0,3,81,2.101415149,0.157643676,181.0246845,161.114103,9.5,200,90,79.9,NA,NA
468,33915,1,67.09,0,30.06,CST,22/06/2021,09:44:00,5,158,2021,Male,32.64722,35.138095,176,91,0,0,1,0,0,41,0,0,1,2,6,3.73,22.37,1.5,119,33,18.47,99,22.44,70.5,29.5,35,0,1,34,-0.277943383,0.545827975,181.0246845,161.114103,9.5,200,90,79.9,NA,104.15
469,33915,2,67.09,0,30.06,LTE,05/07/2021,12:04:00,8,160,2021,Male,32.64722,35.138095,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.0246845,163.1535221,9.5,200,90,79.9,2.87,NA
470,33915,2,67.09,0,30.06,OFT,05/07/2021,12:04:00,8,160,2021,Male,32.64722,35.138095,176,234.4,1,0,0,0,1,24,0,0,1,6,10,4.16,41.61,1.89,303,38,33.88,93,62.18,49.4,50.6,97,0,5,92,1.323834024,1.675558008,181.0246845,163.1535221,9.5,200,90,79.9,NA,NA
471,33915,2,67.09,0,30.06,CST,05/07/2021,12:04:00,8,160,2021,Male,32.64722,35.138095,176,77.33,0,0,0,0,0,101,0,0,0,1,9,3.64,32.76,1.85,97,28,19.76,92,48.72,18.8,81.2,76,0,1,75,-1.484802427,1.900289648,181.0246845,163.1535221,9.5,200,90,79.9,NA,31.52
472,33915,3,67.09,0,30.06,LTE,13/07/2021,09:58:00,5,163,2021,Male,32.64722,35.138095,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.0246845,166.2126506,9.5,200,90,79.9,8.42,NA
473,33915,3,67.09,0,30.06,OFT,13/07/2021,09:58:00,5,163,2021,Male,32.64722,35.138095,176,276.47,0,1,0,1,2,0,0,0,0,4,7,4.21,29.45,1.13,340,41,20.56,97,40.38,54.1,45.9,63,1,3,59,1.865423784,-0.886300485,181.0246845,166.2126506,9.5,200,90,79.9,NA,NA
474,33915,3,67.09,0,30.06,CST,13/07/2021,09:58:00,5,163,2021,Male,32.64722,35.138095,176,78.77,0,0,1,0,0,28,0,0,0,0,7,5.06,35.45,2.32,113,24,16.43,87,50,22.1,77.9,78,0,1,77,-1.03498363,2.852871648,181.0246845,166.2126506,9.5,200,90,79.9,NA,60.85
475,33916,2,67.09,0,30.06,LTE,05/07/2021,09:59:00,4,155,2021,Female,32.64722,35.138095,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.4853148,155.9603063,7.8,204,89,77.4,81.95,NA
476,33916,2,67.09,0,30.06,OFT,05/07/2021,09:59:00,4,155,2021,Female,32.64722,35.138095,166,284.77,6,0,0,0,5,2,2,1,3,10,2,4.52,9.04,1.8,319,56,30.05,99,31.41,21.6,78.4,49,2,2,45,1.29651857,-0.669265682,167.4853148,155.9603063,7.8,204,89,77.4,NA,NA
477,33916,2,67.09,0,30.06,CST,05/07/2021,09:59:00,4,155,2021,Female,32.64722,35.138095,166,114.33,13,0,0,0,0,36,0,0,0,0,1,5.57,5.57,NA,156,7,9.8,95,23.72,1.4,98.6,37,0,3,34,1.426243414,0.266336732,167.4853148,155.9603063,7.8,204,89,77.4,NA,54.96
478,33916,3,67.09,0,30.06,LTE,13/07/2021,08:37:00,2,154,2021,Female,32.64722,35.138095,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.4853148,154.9541108,7.8,204,89,77.4,174.31,NA
479,33916,3,67.09,0,30.06,OFT,13/07/2021,08:37:00,2,154,2021,Female,32.64722,35.138095,166,267.33,8,0,0,0,4,0,0,1,3,10,1,6.25,6.25,NA,317,57,34.25,100,33.97,14.8,85.2,53,1,2,50,0.995098093,-0.457442595,167.4853148,154.9541108,7.8,204,89,77.4,NA,NA
480,33916,3,67.09,0,30.06,CST,13/07/2021,08:37:00,2,154,2021,Female,32.64722,35.138095,166,64.03,3,0,1,0,0,14,1,0,0,0,3,5.96,17.87,3.21,93,16,14.83,73,32.05,8.5,91.5,50,0,1,49,0.11583586,1.46093396,167.4853148,154.9541108,7.8,204,89,77.4,NA,31.96
